Year,Series,øki,kyn,aldur,Units,Value
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 25 - 54,%,2.8
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 25 - 54,%,2.8
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 25 - 54,%,2.6
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 25 - 54,%,2.3
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 25 - 54,%,2.0
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 25 - 54,%,2.6
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 25 - 54,%,2.6
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 25 - 54,%,2.6
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 25 - 54,%,3.1
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,4.3
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,4.1
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,4.2
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,4.4
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,3.7
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,3.6
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,3.3
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,3.3
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,3.1
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,2.6
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,2.5
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,2.3
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,2.6
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,2.4
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,2.3
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 55 - 66,%,2.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,3.0
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,2.6
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,2.6
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,2.6
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,1.7
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,1.9
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,2.0
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,1.9
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,2.2
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,2.1
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,1.2
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,1.1
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,0.8
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,0.7
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,1.2
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",,Menn,Aldur 67 + ,%,1.3
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,3.3
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,3.7
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,3.1
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,3.7
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,3.1
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,2.6
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,2.7
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,2.5
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,2.7
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,2.6
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,2.1
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,2.0
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,2.1
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,1.7
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,1.9
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,,%,2.4
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,3.6
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,4.6
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,3.7
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,5.0
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,4.6
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,3.7
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,3.8
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,3.8
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,4.2
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,3.5
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,3.1
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,3.0
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,2.5
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,2.4
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,2.8
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 0 - 17,%,3.3
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,3.2
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,4.2
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,3.3
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,3.4
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,3.1
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,2.3
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,3.6
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,2.8
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,1.9
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,3.1
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,2.5
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,1.4
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,2.5
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,0.8
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,1.2
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 18 - 24,%,2.1
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.8
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,3.4
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.9
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,3.7
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,3.0
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.2
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.4
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.3
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.6
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.4
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,1.8
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,1.9
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.3
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.1
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.0
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 25 - 54,%,2.7
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,3.6
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,3.2
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,3.2
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,3.1
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,2.5
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,2.1
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.7
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.9
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.6
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.7
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.3
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.6
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.7
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.3
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.4
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 55 - 66,%,1.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,3.6
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,2.7
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,2.1
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,1.8
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,1.3
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,2.2
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,2.0
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,1.0
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,2.2
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,2.4
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,1.2
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,1.1
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,0.8
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,0.6
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,0.8
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,,Aldur 67 + ,%,1.4
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,3.4
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,3.8
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,3.3
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,3.6
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,3.3
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,2.9
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,3.2
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,2.8
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,3.1
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,3.0
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,2.4
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,2.1
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,2.1
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,1.7
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,2.0
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,,%,2.2
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,3.5
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,4.9
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,4.3
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,4.7
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,4.4
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,4.7
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,4.4
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,4.2
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,4.8
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,4.1
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,3.6
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,3.0
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,2.7
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,2.2
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,3.1
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 0 - 17,%,3.2
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 18 - 24,%,3.9
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 18 - 24,%,5.8
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 18 - 24,%,4.2
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 18 - 24,%,4.5
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Eysturoyar øki,Kvinnur,Aldur 18 - 24,%,4.5
