Year,Series,region,sex,age,Units,GeoCode,Value
2014,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,5.0
2015,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,7.6
2016,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,3.8
2017,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,2.6
2018,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,2.3
2019,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,2.8
2020,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,3.8
2021,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,4.0
2022,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,2.3
2023,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,3.9
2024,Proportion of population living below the national poverty line,Vágar region,Females,Age 0 - 17,pct.,4400,4.2
2009,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,5.9
2010,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,1.5
2011,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,5.6
2012,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,7.2
2013,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,3.4
2014,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,2.1
2015,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,5.3
2016,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,1.9
2017,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,1.0
2018,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,3.8
2019,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,4.0
2020,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,3.1
2021,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,2.4
2022,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,4.3
2023,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,3.7
2024,Proportion of population living below the national poverty line,Vágar region,Females,Age 18 - 24,pct.,4400,0.7
2009,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,4.1
2010,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,2.6
2011,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,3.0
2012,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,5.1
2013,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,3.0
2014,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,4.4
2015,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,3.7
2016,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,2.9
2017,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,2.1
2018,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,2.8
2019,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,3.1
2020,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,2.5
2021,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,3.2
2022,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,1.8
2023,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,3.0
2024,Proportion of population living below the national poverty line,Vágar region,Females,Age 25 - 54,pct.,4400,3.7
2009,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,1.9
2010,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,1.5
2011,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,2.5
2012,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,2.5
2013,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,3.4
2014,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,2.2
2015,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,0.9
2016,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,1.4
2017,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,1.9
2018,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,2.9
2019,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,1.4
2020,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,3.9
2021,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,3.4
2022,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,2.5
2023,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,2.0
2024,Proportion of population living below the national poverty line,Vágar region,Females,Age 55 - 66,pct.,4400,2.4
2009,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,1.9
2010,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,2.7
2011,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,4.7
2012,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,2.6
2013,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,1.7
2014,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,2.6
2015,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,2.6
2016,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,3.7
2017,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,3.5
2018,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,3.5
2019,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,3.4
2020,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,2.6
2021,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,1.8
2022,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,1.5
2023,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,1.1
2024,Proportion of population living below the national poverty line,Vágar region,Females,Age 67 + ,pct.,4400,1.1
2009,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,4.6
2010,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,2.9
2011,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,3.3
2012,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,5.4
2013,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,3.1
2014,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,3.7
2015,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,4.0
2016,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,3.6
2017,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,2.7
2018,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,3.4
2019,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,2.8
2020,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,2.1
2021,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,3.2
2022,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,2.1
2023,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,2.4
2024,Proportion of population living below the national poverty line,Vágar region,Males,,pct.,4400,3.7
2009,Proportion of population living below the national poverty line,Vágar region,Males,Age 0 - 17,pct.,4400,5.8
2010,Proportion of population living below the national poverty line,Vágar region,Males,Age 0 - 17,pct.,4400,2.6
2011,Proportion of population living below the national poverty line,Vágar region,Males,Age 0 - 17,pct.,4400,3.2
